('阜阳市卫生健康委员会', '信息泄露漏洞', '中危')
('湖北工建集团', '弱口令漏洞', '低危')
('四川省教育资源公共服务平台', '逻辑漏洞', '低危')
('全国高校教师网络培训中心', '文件包含漏洞', '低危')
('黑龙江省选调生工作网', '信息泄露漏洞', '低危')
('工商服务网', '信息泄露漏洞', '低危')
('深圳市灵点网络科技有限公司', '信息泄露漏洞', '低危')
('浙江教育出版集团', '信息泄露漏洞', '低危')
('成都西南财大出版社有限责任公司', '信息泄露漏洞', '低危')
('开州人才网', '信息泄露漏洞', '低危')
('蚌埠学院', '信息泄露漏洞', '低危')
('兼职网', '弱口令漏洞', '中危')
('东方通信股份有限公司', 'SQL注入漏洞', '中危')
('多音网', '信息泄露漏洞', '低危')
('淘手游', 'XSS漏洞', '中危')
('佰仟金融', '权限绕过漏洞', '中危')
('东南大学苏州研究院', 'XSS漏洞', '低危')
('康美药业', '弱口令漏洞', '低危')
('山西干部在线学院', '逻辑漏洞', '中危')
('中国副食品批发网（义务华品商贸有限公司）', 'XSS漏洞', '中危')
('中国副食品批发网（义务华品商贸有限公司）', '逻辑漏洞', '中危')
('安龙县监察局', '文件包含漏洞', '低危')
('宁陕党风廉政网', '信息泄露漏洞', '低危')
('延安市子长县人民检察院', '文件包含漏洞', '低危')
('中国民办高等教育招生信息网 ', '信息泄露漏洞', '低危')
('有商机网', 'XSS漏洞', '中危')
('海参官网', 'XSS漏洞', '中危')
('福建快车道网络科技有限公司', '信息泄露漏洞', '高危')
('青海省工商行政管理局', '弱口令漏洞', '中危')
('青海戒毒管理局', '信息泄露漏洞', '低危')
('张家港市计量测试所', '信息泄露漏洞', '低危')
('新安洁环境卫生股份有限公司', '弱口令漏洞', '低危')
('上海创图网络科技股份有限公司', '信息泄露漏洞', '低危')
('康美药业', '弱口令漏洞', '中危')
('小牛电动', '弱口令漏洞', '中危')
('ZKTeco中控智慧身份证阅读机具与指纹采集器设备官网', '代码执行漏洞', '中危')
('寒门状元网', '文件包含漏洞', '低危')
('北京良精志诚科技有限责任公司', 'SQL注入漏洞', '中危')
('上海国家会计学院', 'SQL注入漏洞', '中危')
('安徽警官职业学院', 'SQL注入漏洞', '中危')
('广州采芝林药业有限公司', 'SQL注入漏洞', '中危')
('豪爵商城', 'XSS漏洞', '中危')
('蓝鲸招聘', '信息泄露漏洞', '高危')
('广州辉煌人才网', 'SQL注入漏洞', '中危')
('宁波港东南物流集团有限公司', '信息泄露漏洞', '低危')
('苏州苏园旅游发展有限公司', '逻辑漏洞', '低危')
('中华会计网校', '逻辑漏洞', '中危')
('上海柯茂机械有限公司', 'SQL注入漏洞', '高危')
('康美药业股份有限公司', '弱口令漏洞', '高危')
('川北幼儿师范高等专科学校', '弱口令漏洞', '中危')
('华贸集团', '弱口令漏洞', '中危')
('深圳市网域科技股份有限公司', '信息泄露漏洞', '低危')
('康美药业', '弱口令漏洞', '低危')
('杭州惊鹊网络科技有限公司', '信息泄露漏洞', '低危')
('杭州惊鹊网络科技有限公司', '逻辑漏洞', '低危')
('爱慕官方商城', 'SQL注入漏洞', '中危')
('安徽商贸职业技术学院', 'SQL注入漏洞', '中危')
('ABC小说网', '信息泄露漏洞', '低危')
('浦东新区公交服务市民互动信息网', 'SQL注入漏洞', '低危')
('南充职业技术学院', '弱口令漏洞', '低危')
('南充职业技术学院', '弱口令漏洞', '低危')
('扬州市教育局', '文件包含漏洞', '低危')
('安徽医科大学第二附属医院', '信息泄露漏洞', '中危')
('陕西海之信财税管理咨询股份有限公司', '信息泄露漏洞', '中危')
('莎娜琳三代授权网站', '信息泄露漏洞', '低危')
('阿奇资源网', '信息泄露漏洞', '低危')
('成都住房公积金管理中心', 'SQL注入漏洞', '中危')
('深度网', '信息泄露漏洞', '低危')
('河南兴远起重机有限公司', '信息泄露漏洞', '低危')
('中铁八局', '弱口令漏洞', '中危')
('广州莫拉图', '信息泄露漏洞', '低危')
('北京来网科技有限责任公司', '信息泄露漏洞', '低危')
('深圳市瑞萦传媒有限公司', '信息泄露漏洞', '低危')
('易图通科技（北京）有限公司', '信息泄露漏洞', '低危')
('上海市高级技工学校', '弱口令漏洞', '中危')
('合肥文明创建动态管理系统', '文件上传漏洞', '中危')
('吉林省明日科技有限公司', 'SQL注入漏洞', '中危')
('飞票网', 'SQL注入漏洞', '中危')
('华大北斗', '弱口令漏洞', '中危')
('中南财经政法大学法律史学网', '弱口令漏洞', '中危')
('聚通达科技股份有限公司', '弱口令漏洞', '中危')
('江苏同和信息', 'SQL注入漏洞', '中危')
('深圳鹏讯网络信息有限公司', 'XSS漏洞', '中危')
('湖北省文化厅', '弱口令漏洞', '低危')
('亿超眼镜网', 'XSS漏洞', '中危')
('北京东方时尚驾校', 'SQL注入漏洞', '中危')
('代购中国网', 'SQL注入漏洞', '中危')
('爱就投', 'XSS漏洞', '中危')
('江苏交通学习网', '弱口令漏洞', '中危')
('盐城市大丰区国土资源局', '命令执行漏洞', '高危')
('重庆装网科技有限公司', 'SQL注入漏洞', '中危')
('早教700网', '弱口令漏洞', '中危')
('佛山市加西亚瓷砖有限公司', 'SQL注入漏洞', '中危')
('中国电子政务论坛', 'SQL注入漏洞', '中危')
('池州市图书馆', 'SQL注入漏洞', '中危')
('池州市图书馆', 'SQL注入漏洞', '中危')
('翔鹭腾龙集团', '疑似被黑漏洞', '高危')
('湖南阳光电脑维修培训学校', '任意文件操作漏洞', '高危')
('体育之窗文化股份有限公司', 'SQL注入漏洞', '中危')
('四川省绵阳第一中学', 'SQL注入漏洞', '中危')
('萍乡市乐装网络科技有限公司', '信息泄露漏洞', '低危')
('音平商城', '信息泄露漏洞', '中危')
('巩义市同创机械贸易', '信息泄露漏洞', '低危')
('青海师范大学', '权限绕过漏洞', '低危')
('清廉德阳', '信息泄露漏洞', '中危')
('广州市卡宾服饰有限公司', '任意文件操作漏洞', '低危')
('口腔医学网(江苏爱齿网络科技有限公司）', '信息泄露漏洞', '低危')
('重庆师范大学', 'SQL注入漏洞', '中危')
('晶丰明源', 'SQL注入漏洞', '中危')
('金沙县农村信用合作社', '弱口令漏洞', '中危')
('北京中文在线文化传媒有限公司', '权限绕过漏洞', '低危')
('BD之家', 'SQL注入漏洞', '中危')
('淮阴区政府办公室', '弱口令漏洞', '低危')
('安徽省水利厅', '信息泄露漏洞', '低危')
('广东省住房和城乡建设厅', '弱口令漏洞', '中危')
('中铁西南科学研究院有限公司', '弱口令漏洞', '高危')
('深圳市牛摩网科技商务有限公司', 'XSS漏洞', '中危')
('凯新认证（北京）有限公司', '信息泄露漏洞', '低危')
('北京天道恒信咨询有限公司', 'SQL注入漏洞', '中危')
('湖南青果软件有限公司', 'SQL注入漏洞', '中危')
('天地图•大丰网站', 'SQL注入漏洞', '中危')
('天地图•大丰网站', 'SQL注入漏洞', '中危')
('天地图•大丰网站', 'SQL注入漏洞', '中危')
('对外经济贸易大学', '权限绕过漏洞', '中危')
('鄂尔多斯市食品药品监督管理局', '弱口令漏洞', '高危')
('长沙市望城区第一中学', 'SQL注入漏洞', '中危')
('长沙市望城区第一中学', 'SQL注入漏洞', '中危')
('杭州储炎企业管理咨询有限公司', '信息泄露漏洞', '低危')
('国肽生物科技（北京）有限公司', 'SQL注入漏洞', '中危')
('万和商城', 'XSS漏洞', '中危')
('长沙写字楼网', '任意文件操作漏洞', '低危')
('银行界网', 'SQL注入漏洞', '中危')
('乳山信息港', 'SQL注入漏洞', '中危')
('广东超讯通信技术股份有限公司', 'SQL注入漏洞', '中危')
('淘测测', 'SQL注入漏洞', '中危')
('川北幼儿师范高等专科学校', '权限绕过漏洞', '中危')
('中国葛洲坝集团股份有限公司', '弱口令漏洞', '低危')
('重庆市气象局', '信息泄露漏洞', '中危')
('广东超讯通信技术股份有限公司', 'SQL注入漏洞', '中危')
('南江县行政事业单位公务用车', '命令执行漏洞', '高危')
('广东超讯通信技术股份有限公司', 'SQL注入漏洞', '中危')
('北京财税时代企业咨询有限公司', '信息泄露漏洞', '中危')
('湖南女子学院', '信息泄露漏洞', '低危')
('上海市高级技工学校', '弱口令漏洞', '低危')
('浙江教育出版集团', '信息泄露漏洞', '中危')
('深圳全球创客财税咨询有限公司', '信息泄露漏洞', '中危')
('深圳市迈赫建筑设计有限公司', '代码执行漏洞', '高危')
('福建省凯特科技有限公司', 'SQL注入漏洞', '中危')
('赤峰人大常委会', 'SQL注入漏洞', '中危')
('热风投资有限公司', '信息泄露漏洞', '低危')
('百时教育', 'SQL注入漏洞', '中危')
('赣州壹壹肆网络科技有限公司', '逻辑漏洞', '中危')
('驰名内容网', '信息泄露漏洞', '低危')
('金吉鸟健身连锁', '信息泄露漏洞', '低危')
('会支付商城', '信息泄露漏洞', '低危')
('云南疾控资讯网', '弱口令漏洞', '低危')
('德力西', '逻辑漏洞', '低危')
('安泰科技', '逻辑漏洞', '低危')
('中国国际贸易促进委员会河北省委员会', 'SQL注入漏洞', '中危')
('依美集团', '代码执行漏洞', '高危')
('爱尚新闻-爱尚资讯爱尚跆拳道', 'SQL注入漏洞', '中危')
('海南经贸职业技术学院教务管理系统', '弱口令漏洞', '中危')
('海南经贸职业技术学院', '弱口令漏洞', '中危')
('藍色空間文化事業出版社', 'SQL注入漏洞', '中危')
('深圳市大成知识产权代理有限公司', '代码执行漏洞', '高危')
('深圳市易仓科技有限公司', 'XSS漏洞', '中危')
('吉林市干部在线学习园', 'SQL注入漏洞', '中危')
('北京知产客网络有限公司', '信息泄露漏洞', '低危')
('八方资源网', '弱口令漏洞', '中危')
('南京旅游职业学院', '信息泄露漏洞', '低危')
('云南省测绘地理信息学会', 'SQL注入漏洞', '中危')
('集慧知识产权代理（北京）有限公司', '文件上传漏洞', '高危')
('洛阳市安全生产监督管理局', '弱口令漏洞', '低危')
('北京东土科技股份有限公司', 'SQL注入漏洞', '中危')
('天地图•大丰网站', 'SQL注入漏洞', '中危')
('九三学社哈尔滨市委员会', 'SQL注入漏洞', '中危')
('合山市纪委监察委', 'SQL注入漏洞', '中危')
('新希望六和股份有限公司', 'SQL注入漏洞', '中危')
('电子政务网', 'SQL注入漏洞', '中危')
('礼无忧网', '信息泄露漏洞', '中危')
('郴州市第一人民医院', 'SQL注入漏洞', '中危')
('图书馆学刊编辑部', '弱口令漏洞', '中危')
('广东豪美新材股份有限公司', '信息泄露漏洞', '中危')
('广东豪美新材股份有限公司', 'SQL注入漏洞', '中危')
('國立中央大學', 'SQL注入漏洞', '中危')
('集美大学', 'SQL注入漏洞', '中危')
('卓尔智联集团', '弱口令漏洞', '中危')
('默默博客', '信息泄露漏洞', '低危')
('金杯电工股份有限公司', '信息泄露漏洞', '低危')
('易玖典', '信息泄露漏洞', '低危')
('北京拓展训练公司', '信息泄露漏洞', '低危')
('一诺网络科技', '信息泄露漏洞', '低危')
('新乡市东源机械有限公司', '信息泄露漏洞', '低危')
('华峰创业', '信息泄露漏洞', '低危')
('浙江万华不锈钢', '信息泄露漏洞', '低危')
('宝鸡新闻网', '信息泄露漏洞', '低危')
('通化市第一中学', '信息泄露漏洞', '中危')
('四川化工职业技术学院', '弱口令漏洞', '中危')
('北京合力亿捷科技股份有限公司', '信息泄露漏洞', '中危')
('北川羌族自治县人民政府', '弱口令漏洞', '中危')
('鹰潭市教育局', '弱口令漏洞', '低危')
('北京能源集团有限责任公司', 'SQL注入漏洞', '中危')
('泉州市科技信息网', 'SQL注入漏洞', '中危')
('国酷集团有限公司', '弱口令漏洞', '中危')
('泉州市科技信息网', '权限绕过漏洞', '中危')
('泉州市科技信息网', '弱口令漏洞', '低危')
('康师傅', '弱口令漏洞', '低危')
('焦作市人力资源和社会保障局', '弱口令漏洞', '低危')
('浙江年年红实业有限公司', 'SQL注入漏洞', '中危')
('石家庄邮电职业技术学院', '弱口令漏洞', '中危')
('湖南水口山有色金属集团有限公司', 'SQL注入漏洞', '中危')
('石家庄邮电职业技术学院', '弱口令漏洞', '低危')
('海南智海王潮会议展览有限公司', '弱口令漏洞', '高危')
('大尚国际', 'XSS漏洞', '中危')
('中国计量大学', 'SQL注入漏洞', '中危')
('深圳前海三态物流有限公司', '弱口令漏洞', '低危')
('中国永达汽车服务控股有限公司', '弱口令漏洞', '低危')
('云南省残疾人联合会。', 'SQL注入漏洞', '中危')
('贺州市市场监督管理局', '弱口令漏洞', '低危')
('深圳市汉维高新技术有限公司', '信息泄露漏洞', '中危')
('大智网', 'SQL注入漏洞', '中危')
('北京人才市场报', 'SQL注入漏洞', '中危')
('山西交通职业技术学院', '命令执行漏洞', '高危')
('TOMG', '信息泄露漏洞', '中危')
('云南省测绘地理信息局', 'SQL注入漏洞', '中危')
('快代理', '逻辑漏洞', '中危')
('灵丘县人民政府', 'SQL注入漏洞', '中危')
('郑州市第二人民医院', '弱口令漏洞', '低危')
('嗨皮（上海）网络科技股份有限公司', '权限绕过漏洞', '中危')
('中粮集团有限公司', '弱口令漏洞', '低危')
('德阳市财政局', 'SQL注入漏洞', '中危')
('上海中城联盟投资管理股份有限公司', 'SQL注入漏洞', '中危')
('四川省爱众能源工程有限公司', '弱口令漏洞', '低危')
('乐山市市中区食品药品监督管理局', '命令执行漏洞', '高危')
('湖北省石首市天鹅洲经济开发区政府网站', '文件上传漏洞', '低危')
